componentId	repository	publishedPackageTypes	componentId-docker	additionalDockerImages	componentId-go	componentId-helm	additionalHelmCharts	componentId-ivy	additionalIvyPackages	discussionSlackChannel	botSlackChannel	alertSlackChannel	owningTeam	qlik-releaser	componentId-maven	additionalMavenPackages	componentId-npm	additionalNpmPackages	componentId-nuget	additionalNugetPackages	componentId-jira	production-approval	production-approval/compliance/antivirus	production-approval/compliance/api-governance	production-approval/compliance/dependencies	production-approval/compliance/package-metadata	production-approval/compliance/packages-existence	production-approval/compliance/security	production-approval/compliance/soc2	production-approval/compliance/sre-compliance	production-approval/compliance/sre-compliance-keys-operator	production-approval/compliance/sre-compliance-resource	production-approval/compliance/sre-compliance-resource-contract	production-approval/compliance/sre-compliance-slo	production-approval/compliance/static-compliance	production-approval/compliance/twistlock	production-approval/qmfe-qcs	primaryChampion	briefDescription	npmScope	releaseTrackBranches	domain	grafanaDashboardUrl	playbookUrl	productDeploymentName	hasNoCode	isDeprecated	codeCoverageExclusionReason	errors	warnings	intakeSuites	isJiraComponent
ml-sse		[]	ml-sse	[]		ml-sse	[]		[]	#ml-sse	#ml-sse	#ml-sse	natural-language-chat	false		[]		[]		[]	ml-sse	required	not-applicable	required	required	required	required	required	required	required					required	required		jdtqlik	QCS Server Side Extension for ML.NET		[]	machine-learning	https://metrics.qlikcloud.io/d/3VnkhBFMz/ml-sse-metrics?orgId=1&var-datasource=qcs-prod	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/ml-sse/Playbook.md		false	false				core,machine-learning	true
mlp-datasets-api		[]	mlp-datasets-api	[]		mlp-datasets-api	[]		[]	#automl-services	#automl-services	#automl-oncall	automl-services	false		[]		[]		[]	mlp-datasets-api	required	not-applicable	required	required	required	required	required	required	required					required	required		Exomemory			[]	machine-learning	https://metrics.qlikcloud.io/d/nBwp0boVk/mlp-services	https://github.com/qlik-trial/mlp-datasets-api/blob/main/docs/playbook.md		false	false			mlp-datasets-api: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-04-12 20:46:40 +0000 UTC), 	core,machine-learning	true
mlp-drivers-api		[]	mlp-drivers-api	[]		mlp-drivers-api	[]		[]	#automl-services	#automl-services	#automl-oncall	automl-services	false		[]		[]		[]	mlp-drivers-api	required	not-applicable	required	required	required	required	required	required	required					required	required		Exomemory			[]	machine-learning	https://metrics.qlikcloud.io/d/nBwp0boVk/mlp-services	https://github.com/qlik-trial/mlp-datasets-api/blob/main/docs/playbook.md		false	false			mlp-drivers-api: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-04-12 20:46:40 +0000 UTC), 	core,machine-learning	true
mlp-drivers-worker		[]	mlp-drivers-worker	[]		mlp-drivers-worker	[]		[]	#automl-services	#automl-services	#automl-oncall	automl-services	false		[]		[]		[]	mlp-drivers-worker	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		Exomemory			[]	machine-learning	https://metrics.qlikcloud.io/d/nBwp0boVk/mlp-services	https://github.com/qlik-trial/mlp-datasets-api/blob/main/docs/playbook.md		false	false			mlp-drivers-worker: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-04-12 20:46:40 +0000 UTC), 	core,machine-learning	true
mlp-tasks-api		[]	mlp-tasks-api	[]		mlp-tasks-api	[]		[]	#automl-services	#automl-services	#automl-services	automl-services	false		[]		[]		[]	mlp-tasks-api	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		Exomemory			[]	machine-learning				false	false		mlp-tasks-api: component has 5 critical and high Dependendabot alerts, 	mlp-tasks-api: component has 2 high Dependendabot alerts, 	core,machine-learning	true
mongo-backup		[]	mongo-backup	[]		mongo-backup	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	mongo-backup	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					required	required		maythee			[]					false	false				core,	true
mongo-migration-driver		[]		[]	mongo-migration-driver		[]		[]	#cn_mongodb_migrations	#cn_mongodb_migrations	#cn_mongodb_migrations	cognitive-services	false		[]		[]		[]	mongo-migration-driver	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			mongo-migration-driver: Dependabot is not configured for component, 	core,	true
mongobot		[]	mongobot	[]		mongobot	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	mongobot	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	maythee			[]					false	true			mongobot: has not been updated to use branches and deployment environments, 	core,	true
monstache-chart		[]		[]		monstache	[]		[]	#collections_service	#collections_service	#collections_service	qlik-services	false		[]		[]		[]	monstache-chart	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	not-applicable		DagW			[]					false	false			monstache-chart: Dependabot is not configured for component, 	core,	true
most-recently-used		[]	most-recently-used	[]		most-recently-used	[]		[]	#mru-service	#mru-service	#mru-service	qlik-services	false		[]		[]		[]	most-recently-used	required	not-applicable	required	required	required	required	required	required	required					required	required		emilhjd			[]	resource-repository	https://metrics.qlikcloud.io/d/ZHxNLStMz/most-recently-used-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/most-recently-used/Playbook.md		false	false			most-recently-used: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), most-recently-used: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2021-12-08 17:18:51 +0000 UTC), 	core,resource-repository	true
myqlik-portal		[]		[]			[]		[]	#myqlik-dev	#myqlik_github	#myqlik-dev	digital-buyers-journey	false		[]		[]		[]	myqlik-portal	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	ariel-erdman-qlik	Front-end for My Qlik		[]					false	false				core,	true
native-query-adaptor		[]		[]			[]	native-query-adaptor-windows	[]	#dev_qlikengine	#engine_release	#dev_qlikengine	engine	false		[]		[]		[]	native-query-adaptor	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable			Native query adaptor		[]					false	false				core,	true
navigation		[]		[]			[]		[]	#frontend-core-team	#frontend-core-ci	#frontend-core-team	frontend-core	false		[]		[]		[]	navigation	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	egilsster			[]					false	false	qmfe			intake	true
netshoot		[]	netshoot	[]			[]		[]	#sre_security_alerts	#sre_security_alerts	#sre_security_alerts	devsecops	false		[]		[]		[]	netshoot	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required		felipeqlik			[]			https://github.com/qlik-trial/sre-security/tree/master/documentation/recipes/netshoot.md		false	false				core,	true
nginx-ingress-controller-docker		[]	nginx-ingress-controller	[]			[]		[]	#elastic_infra	#elastic_infra	#elastic_infra	devsecops	false		[]		[]		[]	nginx-ingress-controller-docker	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required					[]					false	false				core,	true
nl-app-search		[]	nl-app-search	[]		nl-app-search	[]		[]	#nl-app-search	#nl-app-search	#nl-app-search	natural-language-chat	false	nl-app-search	[]		[]		[]	nl-app-search	required	not-applicable	required	required	required	required	required	required	required					required	required		fpvhp			[]	nlp-cognitive	https://metrics.qlikcloud.io/d/jr3ieJmGz/nl-app-search-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/nl-app-search/Playbook.md		false	false			nl-app-search: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), nl-app-search: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-11-14 05:52:52 +0000 UTC), 	core,nlp-cognitive	true
nl-broker		[]	nl-broker	[]		nl-broker	[]		[]	#nl-broker	#nl-broker	#nl-broker	natural-language-chat	false	nl-broker	[]		[]		[]	nl-broker	required	not-applicable	required	required	required	required	required	required	required					required	required		jineshjin			[]	nlp-cognitive	https://metrics.qlikcloud.io/d/2WSMh0SZz/nl-broker-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/nl-broker/playbook.md		false	false			nl-broker: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-11-15 04:16:25 +0000 UTC), 	core,nlp-cognitive	true
nl-parser		[]	nl-parser	[]		nl-parser	[]		[]	#nl-parser	#nl-parser	#nl-parser	natural-language-chat	false	nl-parser	[]		[]		[]	nl-parser	required	not-applicable	required	required	required	required	required	required	required					required	required		sonil2212			[]	nlp-cognitive	https://metrics.qlikcloud.io/d/MglbxAIWz/nl-parser-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/nl-parser/Playbook.md		false	false			nl-parser: component is part of QCS or QCG but Used qlikCommonVersion (=3.4.0) does not meet criteria for required version (=3.7.2), nl-parser: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-12-21 05:58:37 +0000 UTC), 	core,nlp-cognitive	true
nlg-widget		[]		[]			[]		[]	#nlg-widget	#nlg-widget-bot	#nlg-widget	cognitive-services	false		[]	sn-nlg-chart	[]		[]	nlg-widget	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		hardikpatel172			[]					false	false		nlg-widget: component has 1 critical and high Dependendabot alerts, 	nlg-widget: component has 1 high Dependendabot alerts, nlg-widget: Dependabot is not configured for component, nlg-widget: botSlackChannel (=#nlg-widget-bot) is not a valid Slack channel, 	core,	true
node-microservice-logger		[]		[]			[]		[]	#cloud_logging	#cloud_logging	#cloud_logging	cloud_id_mgmt	false		[]	node-microservice-logger	[]		[]	node-microservice-logger	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		node-microservice-logger: component has 15 critical and high Dependendabot alerts, 	node-microservice-logger: component has 12 high Dependendabot alerts, node-microservice-logger: Dependabot is not configured for component, node-microservice-logger: has not been updated to use branches and deployment environments, 	core,	true
node-nats-streaming-wrapper		[]		[]			[]		[]	#node-nats-wrapper	#node-nats-wrapper	#node-nats-wrapper	messaging	false		[]	node-nats-streaming-wrapper	[]		[]	node-nats-streaming-wrapper	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		rjoly-qlik			[]					false	false		node-nats-streaming-wrapper: component has 3 critical and high Dependendabot alerts, 	node-nats-streaming-wrapper: component has 2 high Dependendabot alerts, node-nats-streaming-wrapper: Dependabot is not configured for component, node-nats-streaming-wrapper: has not been updated to use branches and deployment environments, 	core,	true
node-service-kit		[]		[]			[]		[]	#node-service-kit	#bot_node-service-kit	#node-service-kit	toolkits-and-deployments	false		[]	node-service-kit	[]		[]	node-service-kit	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		jaredlueck			[]					false	false				core,	true
nodegraph		[]		[]			[]		[]	#nodegraph_public	#nodegraph_public	#nodegraph_public	nodegraph	false		[]		[]		[]	nodegraph	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		Faunsko			[]				Qlik NodeGraph	false	false		nodegraph: component has 28 critical and high Dependendabot alerts, 	nodegraph: component has 4 high Dependendabot alerts, nodegraph: Dependabot is not configured for component, 	core,	true
nodegraph-frontend		[]		[]			[]		[]	#nodegraph_public	#nodegraph_public	#nodegraph_public	nodegraph	false		[]		[]		[]	nodegraph-frontend	required	not-applicable	required	required	not-applicable	required	required	not-applicable	not-applicable					required	required		Faunsko			[]					false	false		nodegraph-frontend: component has 16 critical and high Dependendabot alerts, 	nodegraph-frontend: component has 12 high Dependendabot alerts, nodegraph-frontend: Dependabot is not configured for component, 	core,	true
notes-broker		[]	notes-broker	[]		notes-broker	[]		[]	#notes	#notes	#notes	catalog-ui	false		[]		[]		[]	notes-broker	required	not-applicable	required	required	required	required	required	required	required					required	required		dachaudha	Notes for elastic.		[]	notes	https://metrics.qlikcloud.io/d/x-z-it9Mk/notes-broker-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/notes-broker/Playbook.md		false	false			notes-broker: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), notes-broker: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-06-06 19:30:32 +0000 UTC), notes-broker: Dependabot is not configured for component, notes-broker: component is part of QCS, QCG or LEF but the latest release tag (=v0.46.0) is below v1.0.0 which indicates that the version is not ready for production, 	core,notes	true
notes-ui		[]		[]			[]		[]	#notes	#notes	#notes	catalog-ui	false		[]		[]		[]	notes-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	venkat-naru	Notes UI components for QCS		[]					false	false		notes-ui: component has 1 critical and high Dependendabot alerts, 	notes-ui: component has 1 high Dependendabot alerts, 	intake	true
notification-prep		[]	notification-prep	[]		notification-prep	[]		[]	#cloud-alerting-services-pub	#notification-prep-service	#cloud-alerting-services-pub	cloud-alerting-services	false		[]		[]		[]	notification-prep	required	not-applicable	required	required	required	required	required	required	required					required	required		QlikBDA			[]	alerting	https://metrics.qlikcloud.io/d/A-InZ85Zk/notification-prep-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/notification-prep/Playbook.md		false	false			notification-prep: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), notification-prep: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-01-25 20:18:36 +0000 UTC), 	core,alerting	true
nprinting		[]		[]			[]	nprinting	[]	#dev_nprinting	#dev_nprinting	#dev_nprinting	nprinting	false		[]		[]	Qlik.Commons	[]	nprinting	required	required	required	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		qlikled			[]				Qlik NPrinting	false	false				core,	true
oauth-clients		[]	oauth-clients	[]		oauth-clients	[]		[]	#authentication-and-identity-team	#idmgmt_alerts	#idmgmt_alerts	cloud_id_mgmt	false		[]		[]		[]	oauth-clients	required	not-applicable	required	required	required	required	required	required	required					required	required		htakruri			[]	authentication	https://metrics.qlikcloud.io/d/9gZ74-jGk/oauth-clients-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/oauth-clients/Playbook.md		false	false			oauth-clients: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-12-19 09:52:01 +0000 UTC), 	core,authentication	true
odag		[]	odag	[]		odag	[]		[]	#ondemandapps	#ondemandapps	#ondemandapps	geoanalytics-visualizations	false		[]		[]		[]	odag	required	not-applicable	required	required	required	required	required	required	required					required	required		vatharic	ODAG Service for elastic.		[]	analytics	https://metrics.qlikcloud.io/d/3MB-pOjiz/odag-metrics	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/odag/playbook.md		false	false			odag: component is part of QCS or QCG but keys operator is not enabled, , odag: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), odag: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-09-13 08:40:08 +0000 UTC), 	core,analytics	true
odag-service		[]		[]			[]	odagservice	[]	#ondemandapps	#ondemandapps	#ondemandapps	geoanalytics-visualizations	false		[]		[]		[]	odagservice	required	required	required	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
office-add-ins		[]	office-add-ins	[]		office-add-ins	[]		[]	#dev_office365_addins	#dev_office365_addins	#dev_office365_addins	office-add-ins	false		[]		[]		[]	office-add-ins	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		andreagasparin	Office add ins		[]	reporting	https://metrics.qlikcloud.io/d/8mBFkBmMz/office-add-ins-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/office-add-ins/PLAYBOOK.md		false	false			office-add-ins: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2021-09-20 09:26:29 +0000 UTC), 	core,reporting	true
onboarding		[]	onboarding	[]		onboarding	[]		[]	#myqlik-dev	#myqlik-alerts	#myqlik-alerts	digital-buyers-journey	false		[]		[]		[]	onboarding	required	not-applicable	required	required	required	required	required	required	required					required	required		MoeDoutaghy			[]	onboarding	https://metrics.qlikcloud.io/d/q-qIzvHGk/onboarding-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/onboarding/Playbook.md		false	false		onboarding: component has 1 critical and high Dependendabot alerts, 	onboarding: component is part of QCS or QCG but keys operator is not enabled, , onboarding: component is part of QCS or QCG but Used qlikCommonVersion (=3.4.0) does not meet criteria for required version (=3.7.2), onboarding: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-03-14 15:03:59 +0000 UTC), onboarding: component has 1 high Dependendabot alerts, 	core,onboarding	true
opentelemetry-collector		[]		[]		opentelemetry-collector	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	opentelemetry-collector	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	aravandi			[]					false	false				core,	true
operations-portal		[]	operations-portal	[]		operations-portal	[]		[]	#authentication-and-identity-team	#idmgmt_alerts	#idmgmt_alerts	cloud_id_mgmt	false		[]		[]		[]	operations-portal	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		AntonAroche	Operations Portal (both frontend and backend) for performing operations to QCS		[]					false	false		operations-portal: component has 1 critical and high Dependendabot alerts, 	operations-portal: component has 1 high Dependendabot alerts, 	core,	true
organizations		[]	organizations	[]		organizations	[]		[]	#authentication-and-identity-team	#idmgmt_alerts	#idmgmt_alerts	cloud_id_mgmt	false		[]		[]		[]	organizations	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		mattfelske			[]	authentication	https://metrics.qlikcloud.io/d/J3_s6dEMz/organizations-service-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/organizations/Playbook.md		false	false			organizations: Dependabot is not configured for component, 	core,authentication	true
piggie		[]		[]			[]		[]	#data_access_cloud	#data_access_cloud	#data_access_cloud	data-access	false	piggie	[]		[]		[]	piggie	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
policy-administrations		[]	policy-administrations	[]	policy-administrations	policy-administrations	[]		[]	#policy-administrations	#idmgmt_alerts	#idmgmt_alerts	cloud_id_mgmt	false		[]		[]		[]	policy-administrations	required	not-applicable	required	required	required	required	required	required	required					required	required		sasokit			[]	access-controls	https://metrics.qlikcloud.io/d/TfcThiKMk/policy-administrations-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/policy-administrations/Playbook.md		false	false			policy-administrations: component is part of QCS or QCG but Used qlikCommonVersion (=3.4.0) does not meet criteria for required version (=3.7.2), policy-administrations: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2021-12-08 17:18:51 +0000 UTC), policy-administrations: component is part of QCS, QCG or LEF but the latest release tag (=v0.63.1) is below v1.0.0 which indicates that the version is not ready for production, 	core,access-controls	true
precedents-service		[]	precedents	[]		precedents	[]		[]	#precedentsservice	#precedentsservice	#precedentsservice	cognitive-services	false	precedents-service	[]		[]		[]	precedents-service	required	not-applicable	required	required	required	required	required	required	required					required	required		tdodd			[]	nlp-cognitive	https://metrics.qlikcloud.io/d/filVhZIyS/precedents-metrics?orgId=1&refresh=5m	https://github.com/qlik-trial/precedents-service/blob/master/docs/playbook.md		false	false			precedents-service: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-11-28 15:44:02 +0000 UTC), precedents-service: Dependabot is not configured for component, 	core,nlp-cognitive	true
precog-agent-service		[]	precog-agent-service	[]		precog-agent-service	[]		[]	#dis-apps-scrumteam	#dis-apps-scrumteam	#dis-apps-scrumteam	dis-apps	false		[]		[]		[]	precog-agent-service	required	not-applicable	required	required	required	required	required	required	required					required	required		HannaZaboura			[]	data-integration	https://metrics.qlikcloud.io/d/1qQgicA4t/precog-agent-service-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/precog-agent-service/Playbook.md		false	false			precog-agent-service: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-05-09 14:17:29 +0000 UTC), 	core,data-integration	true
precog-infra		[]	precog-infra	[]			[]		[]	#sre	#sre	#sre	site-reliability-engineering	false		[]		[]		[]	precog-infra	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
precog-local-agent		[]		[]			[]		[]	#dis-apps-scrumteam	#dis-apps-scrumteam	#dis-apps-scrumteam	dis-apps	false	ext-data-provider-agent	[]		[]		[]	precog-local-agent	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
precog-oem		[]	precog-oidc	[]		precog-oem	[]		[]	#precog-deployment	#precog-deployment	#precog-deployment	qdi-precog	false		[]		[]		[]	precog-oem	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		rlsf			[]	data-integration	https://metrics.qlikcloud.io/d/1qQgidB4t/precog-oem-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/precog-oem/Playbook.md		true	false				core,data-integration	true
precog-web-source-kinds		[]	precog-web-source-kinds	[]		precog-web-source-kinds	[]		[]	#precog-deployment	#precog-deployment	#precog-deployment	qdi-precog	false		[]		[]		[]	precog-web-source-kinds	required	not-applicable	not-applicable	required	required	required	required	required	not-applicable				not-applicable	required	required		rlsf			[]	data-integration	https://metrics.qlikcloud.io/d/a9e6e7dc-bfca-4c06-82ee-57dc300b1a33/precog-web-source-kinds-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/precog-web-source-kinds/Playbook.md		false	false			precog-web-source-kinds: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-06-07 14:42:25 +0000 UTC), 	core,data-integration	true
profile		[]	profile	[]		profile	[]		[]	#catalog-team-profile-service	#catalog-team-profile-bot-deployments	#catalog-team-catalog-profile-alerts	qlik-catalog	false		[]		[]		[]	profile	required	not-applicable	required	required	required	required	required	required	required					required	required		pwfarwell			[]	data-catalog	https://metrics.qlikcloud.io/d/_faagzTGk/profile-metrics?orgId=1	https://github.com/qlik-trial/profile/blob/develop/docs/playbook.md		false	false				core,data-catalog	true
prometheus-operator		[]		[]		prometheus-operator	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	prometheus-operator	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	jonathansm1th			[]					false	false				core,	true
publicize		[]		[]	publicize		[]		[]	#ip-enablers	#ip-enablers	#ip-enablers	platform-enablers	false		[]		[]		[]	publicize	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
python-service-kit		[]		[]			[]		[]	#python-service-kit	#python-service-kit	#python-service-kit	automl-data-science	false		[]		[]		[]	python-service-kit	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		yknot			[]					false	false				core,	true
q8s-aws-s3-bucket-operator		[]	q8s-aws-s3-bucket-operator	[]			[]		[]	#sre	#q8s_release	#sre	site-reliability-engineering	false		[]		[]		[]	q8s-aws-s3-bucket-operator	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required		irmqlik			[]					false	true			q8s-aws-s3-bucket-operator: has not been updated to use branches and deployment environments, 	core,	true
qa-mobile-app		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]		[]		[]	qa-mobile-app	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		qa-mobile-app: component has 1 critical and high Dependendabot alerts, 	qa-mobile-app: Dependabot is not configured for component, 	core,	true
qaw-common		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-common	[]		[]	qaw-common	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-condition		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-condition	[]		[]	qaw-condition	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-connector-hub		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-connector-hub	[]		[]	qaw-connector-hub	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-email-messenger		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-email-messenger	[]		[]	qaw-email-messenger	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-extension		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-extension	[]		[]	qaw-extension	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			qaw-extension: Dependabot is not configured for component, 	core,	true
qaw-gateway		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-gateway	[]		[]	qaw-gateway	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-mobile-messenger		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-mobile-messenger	[]		[]	qaw-mobile-messenger	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-notification-hub		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-notification-hub	[]		[]	qaw-notification-hub	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-qlik-connector		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-qlik-connector	[]		[]	qaw-qlik-connector	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-queuer		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-queuer	[]		[]	qaw-queuer	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-repository		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-repository	[]		[]	qaw-repository	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qaw-setup		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-setup	[]		[]	qaw-setup	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			qaw-setup: Dependabot is not configured for component, 	core,	true
